Committee	CommitteeName	AddDate	AreaRegion	ParentName	ComemID	ContactID	ContactName	CompanyName	ContactAddrID	ContactAddress1	ContactAddress2	ContactCity	ContactState	ContactZip	ContactCountry	ContactPhone	MeetingID	Room	Closed	WheelChr	Day	Time	Language1	Language2	Language3	LocationId	Place	Address	City	LocBorough	State	Zip	Country	Directions	Institutional	Format1	Format2	Format3	Format4	Format5	Delete	LastChanged	longitude	latitude	ContactGP
G00003824	Dead or Alive Group	11/18/99	AR61606	Heartland Area	130316												283414		CLOSED	FALSE	Wednesday	1900				208677		7930 Quivira Road	Lenexa		KS	66215-2733	USA		FALSE	IW						11/11/11	-94.7237441	38.9846058	
G00003824	Dead or Alive Group	11/18/99	AR61606	Heartland Area	130316												218552		CLOSED	FALSE	Thursday	1900				208677		7930 Quivira Road	Lenexa		KS	66215-2733	USA		FALSE	LIT						11/11/11	-94.7237441	38.9846058	
G00003824	Dead or Alive Group	11/18/99	AR61606	Heartland Area	130316												283413		CLOSED	FALSE	Thursday	1900				208677		7930 Quivira Road	Lenexa		KS	66215-2733	USA		FALSE	TOP						11/11/11	-94.7237441	38.9846058	
G00003824	Dead or Alive Group	11/18/99	AR61606	Heartland Area	130316												218553		OPEN	FALSE	Saturday	1830				208677		7930 Quivira Road	Lenexa		KS	66215-2733	USA		FALSE	SPK	TOP					11/11/11	-94.7237441	38.9846058	
G00007819	Clean & Serene Group	11/18/99	AR61606	Heartland Area	91104												218558		OPEN	FALSE	Sunday	1830				176617		230 North Monroe Street Suite D	Olathe		KS	66061-3180	USA		FALSE	SPK						11/11/11	-94.829521	38.885255	
G00007819	Clean & Serene Group	11/18/99	AR61606	Heartland Area	91104												7890		OPEN	FALSE	Monday	1900				176617		230 North Monroe Street Suite D	Olathe		KS	66061-3180	USA		FALSE	LIT						11/11/11	-94.829521	38.885255	
G00007819	Clean & Serene Group	11/18/99	AR61606	Heartland Area	91104												218557		CLOSED	FALSE	Tuesday	2000				176617		230 North Monroe Street Suite D	Olathe		KS	66061-3180	USA		FALSE	BT						11/11/11	-94.829521	38.885255	
G00007819	Clean & Serene Group	11/18/99	AR61606	Heartland Area	91104												7888		CLOSED	FALSE	Wednesday	1830				176617		230 North Monroe Street Suite D	Olathe		KS	66061-3180	USA		FALSE	TRAD						11/11/11	-94.829521	38.885255	
G00007819	Clean & Serene Group	11/18/99	AR61606	Heartland Area	91104												218560		CLOSED	FALSE	Thursday	2000				176617		230 North Monroe Street Suite D	Olathe		KS	66061-3180	USA		FALSE	LIT						11/11/11	-94.829521	38.885255	
G00007819	Clean & Serene Group	11/18/99	AR61606	Heartland Area	91104												218559		CLOSED	FALSE	Friday	2000				176617		230 North Monroe Street Suite D	Olathe		KS	66061-3180	USA		FALSE	CAN	VAR					11/11/11	-94.829521	38.885255	
G00155892	We Do Recover Group	2/11/06	AR61606	Heartland Area	183982												265692	Room 220	CLOSED	TRUE	Saturday	1100				201217	Indian Creek Church	12480 South Blackbob Road	Olathe		KS	66062-5617	USA		FALSE	LIT						11/11/11			
G00007819	Clean & Serene Group	11/18/99	AR61606	Heartland Area	91104												218556		OPEN	FALSE	Saturday	1800				176617		230 North Monroe Street Suite D	Olathe		KS	66061-3180	USA		FALSE	TOP						11/11/11	-94.829521	38.885255	
G00007819	Clean & Serene Group	11/18/99	AR61606	Heartland Area	91104												218561		CLOSED	FALSE	Saturday	2359				176617		231 North Monroe Street Suite D	Olathe		KS	66061-3180	USA		FALSE	TOP						11/11/11	-94.829521	38.885255	
G00231163	OP Group	5/24/10	AR61606	Heartland Area	28323												278220		CLOSED	TRUE	Monday	1900				207174	First Southern Baptist Church	8600 West 91st Terrace	Overland Park		KS	66212-3014	USA		FALSE	TOP						11/13/11	-94.68529	38.963545	
G00231163	OP Group	5/24/10	AR61606	Heartland Area	28323												278221		CLOSED	TRUE	Friday	1900				207174	First Southern Baptist Church	8600 West 91st Terrace	Overland Park		KS	66212-3014	USA		FALSE	LIT						11/13/11	-94.68529	38.963545	
G00145103	Lost & Found Group	7/21/05	AR61606	Heartland Area	134768												255204		CLOSED	TRUE	Sunday	1900				196310	My Father's House	1004 North Pearl Street	Paola		KS	66071	USA		FALSE	TOP						11/11/11	-94.874343	38.582039	
G00145103	Lost & Found Group	7/21/05	AR61606	Heartland Area	134768												255205		CLOSED	TRUE	Thursday	1900				196310	My Father's House	1004 North Pearl Street	Paola		KS	66071	USA		FALSE	TOP						11/11/11	-94.874343	38.582039	
G00218673	Butler Group	5/12/09	AR61615	Kansas City Metro Services	323689												273944		OPEN	FALSE	Tuesday	1900				197432	Old High School	300 North Havanah Street	Butler		MO	64730-1530	USA		FALSE	DISC						4/18/16	-94.3342422	38.2600143	
G00218673	Butler Group	5/12/09	AR61615	Kansas City Metro Services	323689												304919		OPEN	FALSE	Thursday	1900				197432	Old High School	300 North Havanah Street	Butler		MO	64730-1530	USA		FALSE	BT						4/18/16	-94.3342422	38.2600143	
G00156036	DuQuoin Group	2/14/06	AR61613	Little Egypt Area	281475												0			FALSE		 				0									FALSE							2/13/13			
G00017267	Starting Point Group	11/18/99	AR61613	Little Egypt Area	24145												0			FALSE		 				0									FALSE							11/18/99			
G00310541	Clear Message Group	2/12/15	AR61613	Little Egypt Area	212497												297394		OPEN	TRUE	Tuesday	1800				217363	Saint Frances Xavier Church	303 south Poplar street	Carbondale		IL	62901-2709	USA		FALSE	JFT						2/12/15	-89.2214182	37.7244736	
G00322023	New Beginning Group	2/17/16	AR61613	Little Egypt Area	286055												304365	basement	CLOSED	FALSE	Tuesday	1900				220791	Church	810 North Wall Street	Carbondale		IL	62901-1735	USA		FALSE	BT						4/29/16	-89.208444	37.7343787	
G00322023	New Beginning Group	2/17/16	AR61613	Little Egypt Area	286055												304366	basement	OPEN	FALSE	Thursday	1900				220791	Church	810 North Wall Street	Carbondale		IL	62901-1735	USA		FALSE							4/29/16	-89.208444	37.7343787	
G00005974	Serving the Purpose Group	11/18/99	AR61613	Little Egypt Area	27811												226970		OPEN	TRUE	Friday	2000				180545	Wesley Foundation	816 South Illinois Avenue	Carbondale		IL	62901	USA		FALSE							10/31/13	-89.2160455	37.7200678	
G00199580	By The Book Group	1/31/08	AR61613	Little Egypt Area	267378												301915		OPEN	TRUE	Sunday	1900				216684	Carterville Lion's Club	300 East Illinois Avenue	Carterville		IL	62918-1708	USA		FALSE	LIT						8/3/15	-89.0748941	37.7619936	
G00308207	Ultimate Weapon Group	11/24/14	AR61613	Little Egypt Area	267378												296588		OPEN	TRUE	Monday	1800				216960	First United Methodist Church	301 Pine Street	Carterville		IL	62918-1258	USA		FALSE	LC						8/3/15	-89.0786231	37.763827	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304920		OPEN	TRUE	Sunday	1000				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00010229	Keep it Real Group	11/18/99	AR61613	Little Egypt Area	44021												218961	Doctors - Hall	OPEN	TRUE	Sunday	1800				185436	Saint Mary's Hospital	400 North Pleasant Avenue	Centralia		IL	62801-3056	USA		FALSE	DISC	TOP					1/13/11	-89.1160363	38.52908	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304921		OPEN	TRUE	Sunday	1900				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304922		OPEN	TRUE	Monday	1000				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304923		OPEN	FALSE	Monday	1900				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304924		OPEN	TRUE	Tuesday	1000				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304925		OPEN	TRUE	Tuesday	1900				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304926		OPEN	TRUE	Wednesday	1000				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304927		OPEN	TRUE	Wednesday	1900				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304928		OPEN	TRUE	Thursday	1000				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304929		OPEN	TRUE	Thursday	1900				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304930		OPEN	TRUE	Friday	1000				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304931		OPEN	TRUE	Friday	1900				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304932		OPEN	TRUE	Saturday	1000				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00323696	Road to Recovery Group	4/18/16	AR61613	Little Egypt Area	323694												304933		OPEN	TRUE	Saturday	1900				221129	Hokey Pokey Recovery Club	723 Shawnee Road	Centralia		IL	62801	USA		FALSE	DISC						4/18/16	-89.1284993	38.5042183	
G00320868	Spirit of Life Group	1/7/16	AR61613	Little Egypt Area	320867												304076		OPEN	FALSE	Monday	2000				220634	Spirit of Life Christian Church	720 North Hickory Street	Du Quoin		IL	62832-1237	USA		FALSE	DISC						1/7/16	-89.2431471	38.0231324	
G00010227	Fairfield Share Group	11/18/99	AR61613	Little Egypt Area	79918												218956	Blue room	OPEN	TRUE	Thursday	2000				199335	First United Methodist Church	Corner of US Route 45 & Delaware Street	Fairfield		IL	62837	USA	Parking on Westside of church	FALSE	DISC	TOP					11/17/06	-88.3598861	38.378768	
G00090453	We Came To Believe Group	2/26/02	AR61613	Little Egypt Area	267378												264900	Annex	OPEN	FALSE	Monday	1900				209785	Allovus Annex	21 West Locust Street	Harrisburg		IL	62946-1439	USA	next door to the County Jail - not in it; across the street from the Salvation Army	FALSE	DISC	CW						-88.5413317	37.7390116	
G00090453	We Came To Believe Group	2/26/02	AR61613	Little Egypt Area	267378												265939	Annex	OPEN	FALSE	Wednesday	1900				209785	Allovus Annex	21 West Locust Street	Harrisburg		IL	62946-1439	USA	next door to the County Jail - not in it; across the street from the Salvation Army	FALSE	VAR	BEG	SMOK					-88.5413317	37.7390116	
G00090453	We Came To Believe Group	2/26/02	AR61613	Little Egypt Area	267378												282812	Annex	OPEN	FALSE	Friday	1900				209785	Allovus Annex	21 West Locust Street	Harrisburg		IL	62946-1439	USA	next door to the County Jail - not in it; across the street from the Salvation Army	FALSE	DISC	CW						-88.5413317	37.7390116	
G00310404	Freedom to Choose Recovery Group	2/11/15	AR61613	Little Egypt Area	309190												297344	entrance at back door of church	OPEN	TRUE	Friday	1800				217343	Herrin Church of Christ	3101 South Park Avenue	Herrin		IL	62948-3785	USA		FALSE	BT	CPT					2/11/15	-89.023333	37.753463	
G00265618	Alive Again Group	3/12/12	AR61613	Little Egypt Area	267378												285364		OPEN	TRUE	Saturday	1700				216374	Herrin House of Hope	112 North 14th Street	Herrin		IL	62948-3130	USA		FALSE	JFT	SPK					8/3/15	-89.0264515	37.8037734	
G00307997	Women In Recovery Group	11/18/14	AR61613	Little Egypt Area	306922												296510		OPEN	TRUE	Monday	1900				211041	Saint James Episcopal Church	301 East Thorn Street	Marion		IL	62959-3159	USA	cross street is Mechanic next to church	FALSE	W	JFT	CW				12/2/14	-88.9253766	37.7286679	
G00199580	By The Book Group	1/31/08	AR61613	Little Egypt Area	267378												301916	Chapel	OPEN	FALSE	Tuesday	1900				219651	First United Methodist Church	208 West Main Street	Marion		IL	62959-2444	USA		FALSE	DISC						8/3/15	-88.9283726	37.7308248	
G00308206	Turning It Over Group	11/24/14	AR61613	Little Egypt Area	308205												296587	Parking in Rear	OPEN	TRUE	Tuesday	1900				211041	Saint James Episcopal Church	301 East Thorn Street	Marion		IL	62959-3159	USA	cross street is Mechanic next to church	FALSE	DISC	JFT	TOP	BEG	CW		12/2/14	-88.9253766	37.7286679	
G00199580	By The Book Group	1/31/08	AR61613	Little Egypt Area	267378												266893	Community Room	OPEN	TRUE	Wednesday	1930				201816	Marion Mall Community Rooom	3000 West DeYoung Street	Marion		IL	62959-5553	USA	Target Side	FALSE	BT						8/3/15	-88.9778958	37.7483665	
G00199580	By The Book Group	1/31/08	AR61613	Little Egypt Area	267378												301964	chapel	OPEN	FALSE	Thursday	1900				219651	First United Methodist Church	208 West Main Street	Marion		IL	62959-2444	USA		FALSE	SWG						8/11/15	-88.9283726	37.7308248	
G00308458	Steps to Sanity Group	12/2/14	AR61613	Little Egypt Area	308205												296743	Parking in Rear	OPEN	TRUE	Thursday	1930				211041	Saint James Episcopal Church	301 East Thorn Street	Marion		IL	62959-3159	USA	cross street is Mechanic next to church	FALSE	SWG	BEG	CW				12/2/14	-88.9253766	37.7286679	
G00018683	Welcome Home Group	11/18/99	AR61613	Little Egypt Area	267378												301965		OPEN	TRUE	Monday	1900				219676	Wesley United Methodist Church	1601 Salem Road	Mount Vernon		IL	62864-2628	USA	parking lot & entrance in rear	FALSE	VAR	CW					8/11/15	-88.9148315	38.3363241	
G00018683	Welcome Home Group	11/18/99	AR61613	Little Egypt Area	267378												237536		OPEN	TRUE	Wednesday	1900				194606	Grace Community Church	14769 North Illinois Highway 37	Mount Vernon		IL	62864-8639	USA		FALSE							8/11/15	-88.8823941	38.2943762	
G00018683	Welcome Home Group	11/18/99	AR61613	Little Egypt Area	267378												251639		OPEN	TRUE	Friday	1900				194606	Grace Community Church	14769 North Illinois Highway 37	Mount Vernon		IL	62864-8639	USA		FALSE							8/11/15	-88.8823941	38.2943762	
G00018683	Welcome Home Group	11/18/99	AR61613	Little Egypt Area	267378												301966		OPEN	TRUE	Saturday	1900				219678	First Corinthian Church	1024 Newby Avenue	Mount Vernon		IL	62864-4847	USA		FALSE							8/11/15	-88.9033612	38.3114195	
G00322199	Fill in the Blank Group	2/23/16	AR61613	Little Egypt Area	322196												304387	Room 117	OPEN	FALSE	Friday	1830				220806	United Methodist Church	1500 Pine Street	Murphysboro		IL	62966-2055	USA		FALSE	VAR						4/11/16	-89.339427	37.7653038	
G00196603	Saturday Group	11/29/07	AR61613	Little Egypt Area	196602												266182	Conference Room	OPEN	TRUE	Saturday	2000				201519	Pinckneyville Community Hospital	101 North Walnut Street	Pinckneyville		IL	62274	USA	Use North Basement Entry	FALSE	DISC						11/29/07	-89.3829183	38.0808389	
G00062705	Carry the Message Group	11/18/99	AR61613	Little Egypt Area	44021												270815		OPEN	TRUE	Tuesday	1900				185277	First Presbyterian Church	201 East McMackin	Salem		IL	62881-3020	USA		FALSE	STEP	DISC					8/18/10	-88.944504	38.626344	
G00263628	More Will Be Revealed Group	1/12/12	AR61613	Little Egypt Area	263627												284211	Enter front door  upstairs first room on the left	OPEN	FALSE	Friday	1830				210533	Salem Activities Center	416 East Oglesby Street	Salem		IL	62881-2725	USA		FALSE							1/12/12	-88.9423583	38.6331785	
G00061262	Together Forever Group	11/18/99	AR61613	Little Egypt Area	44021												271246		OPEN	TRUE	Tuesday	2000				204015	212 Club	212 West Jackson Street	Sparta		IL	62286-1654	USA		FALSE	DISC						8/18/10	-89.7039466	38.1218362	
G00010223	Together Forever Group	11/18/99	AR61613	Little Egypt Area	267378												218951		OPEN	TRUE	Tuesday	2000				185278		215 West Jackson	Sparta		IL	62286	USA		FALSE	DISC						8/11/15	-89.7039851	38.1218617	
G00245928	It Works How & Why Group	1/8/11	AR61614	Metro East Area	207369												281043		OPEN	TRUE	Sunday	1030				208806	Wellspring Resources	2615 Edwards Street	Alton		IL	62002-3915	USA		FALSE	IW						3/26/14	-90.1478648	38.9011696	
G00223876	Why Are We Here Group	10/15/09	AR61614	Metro East Area	207369												275815		OPEN	FALSE	Monday	1900				204741	New Attitudes Recovery House	830 Brown Street	Alton		IL	62002-2703	USA		FALSE	VAR						3/26/14	-90.1657064	38.8931837	
G00245937	The Message Is Hope Group	1/8/11	AR61614	Metro East Area	207369												280782		OPEN	FALSE	Monday	1930				208806	Wellspring Resources	2615 Edwards Street	Alton		IL	62002-3915	USA		FALSE	BT	CAN					3/26/14	-90.1478648	38.9011696	
G00184460	Promise is Freedom Group	5/2/07	AR61614	Metro East Area	207369												264006	Basement	OPEN	FALSE	Tuesday	1900				203826	Morning Star Missionary Baptist Church	1 East 6th Street	Alton		IL	62002-6248	USA		FALSE							1/8/11	-90.1849709	38.8935281	
G00245939	Fast Forgetters Group	1/8/11	AR61614	Metro East Area	207369												280784		OPEN	FALSE	Wednesday	1900				204741	New Attitudes Recovery House	830 Brown Street	Alton		IL	62002-2703	USA		FALSE	STEP						3/26/14	-90.1657064	38.8931837	
G00008361	We Care We Share Group	11/18/99	AR61614	Metro East Area	176482												223601	First Floor  Auditorium A	OPEN	TRUE	Thursday	1900				176084	Saint Clare Hospital	915 East 5th Street	Alton		IL	62002-6434	USA		FALSE	STEP	DISC					3/21/14	-90.1711627	38.8910426	
G00321668	Hang Around with Recovery Group	2/3/16	AR61614	Metro East Area	321667												304293		OPEN	FALSE	Thursday	1900				204741	New Attitudes Recovery House	830 Brown Street	Alton		IL	62002-2703	USA		FALSE	VAR						2/3/16	-90.1657064	38.8931837	
G00100984	Therapeutic Value Group	9/17/02	AR61614	Metro East Area	100985												264195		OPEN	TRUE	Sunday	1800				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE	VAR						6/16/12	-89.983192	38.513089	
G00100984	Therapeutic Value Group	9/17/02	AR61614	Metro East Area	100985												293565		OPEN	TRUE	Monday	1800				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE	VAR						3/25/14	-89.983192	38.513089	
G00019948	Second Chance Group	11/18/99	AR61614	Metro East Area	146148												256116		OPEN	FALSE	Monday	1900				208350	Zion Lutheran Church	1810 McClintock Avenue	Belleville		IL	62221-6460	USA		FALSE	DISC						3/21/14	-89.8948211	38.5161132	
G00100984	Therapeutic Value Group	9/17/02	AR61614	Metro East Area	100985												264278		OPEN	TRUE	Tuesday	1800				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE	DISC						6/16/12	-89.983192	38.513089	
G00100984	Therapeutic Value Group	9/17/02	AR61614	Metro East Area	100985												264551		OPEN	TRUE	Wednesday	1800				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE	DISC						6/16/12	-89.983192	38.513089	
G00100984	Therapeutic Value Group	9/17/02	AR61614	Metro East Area	100985												264196		OPEN	TRUE	Thursday	1800				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE	IW						6/16/12	-89.983192	38.513089	
G00267543	Days Between (Gathering of the Tribe) Group	5/9/12	AR61614	Metro East Area	190466												286219		OPEN	TRUE	Thursday	2000				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE							3/26/14	-89.983192	38.513089	
G00100984	Therapeutic Value Group	9/17/02	AR61614	Metro East Area	100985												264197		OPEN	TRUE	Friday	1900				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE	VAR						6/16/12	-89.983192	38.513089	
G00100984	Therapeutic Value Group	9/17/02	AR61614	Metro East Area	100985												264198		OPEN	TRUE	Saturday	1000				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE	BEG						6/16/12	-89.983192	38.513089	
G00100984	Therapeutic Value Group	9/17/02	AR61614	Metro East Area	100985												273162		OPEN	TRUE	Saturday	2100				200526	Party Themes Building	13 South High Street	Belleville		IL	62220-2102	USA		FALSE	VAR						6/16/12	-89.983192	38.513089	
G00300694	Addicts Seeking Recovery Group	3/26/14	AR61614	Metro East Area	90069												293574		OPEN	FALSE	Saturday	1800				215314	Multi-Cultural Universal Worship Center	2804 Camp Jackson Road	Cahokia		IL	62206-2720	USA		FALSE							1/12/15	-90.13359	38.549975	
G00245934	HOW Group	1/8/11	AR61614	Metro East Area	207369												280779	Basement	OPEN	FALSE	Sunday	2000				208621	Saint John Evangelical United Church of Christ	307 West Clay Street	Collinsville		IL	62234-3221	USA		FALSE	VAR						6/27/12	-89.9892934	38.6702025	
G00020177	Young At Heart Group	11/18/99	AR61614	Metro East Area	281474												5715		OPEN	TRUE	Tuesday	1830				213064	The Blum House	414 West Main Street	Collinsville		IL	62234-3018	USA	Next to the Public Library	FALSE	VAR						3/21/14	-89.9902685	38.6686698	
G00245929	Progress Not Perfection Group	1/8/11	AR61614	Metro East Area	207369												280776		OPEN	TRUE	Sunday	1800				191032	Try Club	609 Berkshire Boulevard	East Alton		IL	62024-1324	USA		FALSE	BT						6/27/12	-90.1025061	38.8855185	
G00020009	Monday Night Candlelight Group	11/18/99	AR61614	Metro East Area	207369												5711		OPEN	TRUE	Monday	2000				191032	Try Club	609 Berkshire Boulevard	East Alton		IL	62024-1324	USA		FALSE							1/8/11	-90.1025061	38.8855185	
G00245943	Lost & Found Group	1/8/11	AR61614	Metro East Area	207369												280788		OPEN	TRUE	Wednesday	1900				191032	Try Club	609 Berkshire Boulevard	East Alton		IL	62024-1324	USA		FALSE	VAR						3/17/14	-90.1025061	38.8855185	
G00300692	Strenght & Hope by Candlelight Group	3/26/14	AR61614	Metro East Area	90069												293572		OPEN	TRUE	Friday	1900				191032	Try Club	609 Berkshire Boulevard	East Alton		IL	62024-1324	USA		FALSE							3/26/14	-90.1025061	38.8855185	
G00308208	Friday Night Experience Group	11/24/14	AR61614	Metro East Area	207369												296589		OPEN	FALSE	Friday	2230				191032	Try Club	609 Berkshire Boulevard	East Alton		IL	62024-1324	USA		FALSE	VAR						11/24/14	-90.1025061	38.8855185	
G00300693	Safe Place Group	3/26/14	AR61614	Metro East Area	90069												293573		OPEN	TRUE	Saturday	1200				191032	Try Club	609 Berkshire Boulevard	East Alton		IL	62024-1324	USA		FALSE							3/26/14	-90.1025061	38.8855185	
G00020286	Saturday Evening Experience Group	11/18/99	AR61614	Metro East Area	207369												5721		OPEN	TRUE	Saturday	1700				191032	Try Club	609 Berkshire Boulevard	East Alton		IL	62024-1324	USA		FALSE							3/21/14	-90.1025061	38.8855185	
G00184702	Breaktime Group	5/7/07	AR61614	Metro East Area	207369												264121		OPEN	TRUE	Monday	1200				200487	New Day Recovery Club	4046 Forest Boulevard	East Saint Louis		IL	62204-1318	USA		FALSE							1/28/10	-90.106512	38.636504	
G00300690	Sisters of Unconditional Love Group	3/26/14	AR61614	Metro East Area	90069												293570	no meeting on Holiday	OPEN	TRUE	Monday	1800				200487	New Day Recovery Club	4046 Forest Boulevard	East Saint Louis		IL	62204-1318	USA		FALSE							3/26/14			
G00184702	Breaktime Group	5/7/07	AR61614	Metro East Area	207369												275829		OPEN	TRUE	Tuesday	1200				200487	New Day Recovery Club	4046 Forest Boulevard	East Saint Louis		IL	62204-1318	USA		FALSE	VAR						1/28/10	-90.106512	38.636504	
G00020041	One Day at a Time Group	11/18/99	AR61614	Metro East Area	269984												5713	Basement	OPEN	TRUE	Tuesday	1800				3422	Southern Mission Baptist Church	2801 State Street	East Saint Louis		IL	62205-2232	USA		FALSE	VAR						2/26/16	-90.12407	38.614885	
G00245919	Eagles Nest Group	1/8/11	AR61614	Metro East Area	207369												280771		OPEN	FALSE	Wednesday	1900				208618	Joseph Center	5020 State Street	East Saint Louis		IL	62205-1358	USA		FALSE	VAR						11/5/15	-90.102131	38.605997	
G00006030	Positive Move Group	11/18/99	AR61614	Metro East Area	228718												264249		CLOSED	TRUE	Friday	1930				200487	New Day Recovery Club	4046 Forest Boulevard	East Saint Louis		IL	62204-1318	USA		FALSE	VAR						1/28/10	-90.106512	38.636504	
G00005943	Freedom to Change Group	11/18/99	AR61614	Metro East Area	207369												228865		OPEN	FALSE	Wednesday	1900				188152	Newsong Fellowship Church	201 Saint Louis Street	Edwardsville		IL	62025-1944	USA	At 2nd Street	FALSE	LIT	VAR					8/6/15	0	0	
G00096899	Thursday Morning NA Group	6/7/02	AR61614	Metro East Area	90069												293591		OPEN	FALSE	Thursday	1030				176471	Eden United Church of Christ	903 North 2nd Street	Edwardsville		IL	62025	USA		FALSE							1/11/15	-89.9631296	38.8168306	
G00245942	HOW To Recover Group	1/8/11	AR61614	Metro East Area	207369												280787		OPEN	TRUE	Friday	2015				212511	Saint John's United Methodist Church	7372 Marine Road	Edwardsville		IL	62025-4548	USA		FALSE	VAR	CAN					3/26/14	-89.9234964	38.8054566	
G00008363	Gonzo for Recovery Group	11/18/99	AR61614	Metro East Area	207369												272757	Cafe	OPEN	TRUE	Saturday	1030				204818	Saint Mary's Catholic Church	1802 Madison Avenue	Edwardsville		IL	62025	USA		FALSE	VAR						3/21/14	-89.947193	38.792309	
G00319990	Helping Hands Gillespie Group	12/2/15	AR61614	Metro East Area	319989												303829	Upstairs	OPEN	FALSE	Friday	1930				220510	Gillespie Library	201 West Chestnut Street	Gillespie		IL	62033-1506	USA		FALSE	VAR						12/2/15	-89.8177006	39.1257581	
G00245918	Back In Step Group	1/8/11	AR61614	Metro East Area	207369												280770		OPEN	FALSE	Monday	1900				208617	The Bridge Church	129 Steiss Street	Glen Carbon		IL	62034-1101	USA		FALSE	IW						3/26/14	-89.989026	38.7470281	
G00300691	Trust the Process Group	3/26/14	AR61614	Metro East Area	90069												293571		OPEN	TRUE	Wednesday	1900				215313	Christway Church	1200 Airport Road	Godfrey		IL	62035	USA		FALSE							3/26/14	-90.2073132	38.9661452	
G00245932	Seeking Recovery Group	1/8/11	AR61614	Metro East Area	207369												280778	Milonski Room	OPEN	TRUE	Sunday	1900				208619	Gateway Regional Medical Center	2100 Madison Avenue	Granite City		IL	62040-4701	USA		FALSE	VAR						1/11/15	-90.1438174	38.7014832	
G00319360	Pain Shared Is Pain Lessoned Group	11/5/15	AR61614	Metro East Area	319359												303454		OPEN	TRUE	Monday	1930				220386	Saint Bartholomew Episcopal Church	2167 North Grand Avenue	Granite City		IL	62040-4724	USA		FALSE	LIT						11/5/15	-90.1442796	38.7027092	
G00245949	Path To Recovery Group	1/8/11	AR61614	Metro East Area	207369												280791	Ketteler Center	OPEN	TRUE	Tuesday	1900				208619	Gateway Regional Medical Center	2100 Madison Avenue	Granite City		IL	62040-4701	USA		FALSE	VAR						1/11/15	-90.1438174	38.7014832	
